# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.9304771301850319,0.4335715402200043,-3.025096384039218,0,3.0,0.06267237663881765,0.0,0.0,0.0
 0.08521761613301931,1.9413550140145557,0.4329966766174956,-3.025096384039218,0.25565284839905794,3.0,0.06267237663881765,0.0,1.1074580516462138,0.0
 0.12056854390721597,1.9522522966330975,0.4324282543850265,-2.98594671444252,0.36170563172164794,3.000000000000001,0.06207802048704615,0.0,1.4301825787495868,0.0
 0.14773021770700698,1.9631690045601564,0.43186624022430276,-2.94710056176438,0.4431906531210209,2.999999999999998,0.06148754096989945,0.0,1.6810476966392964,0.0
 0.17065870781304715,1.9741051643152314,0.43131060083703016,-2.908556676284204,0.5119761234391413,2.9999999999999964,0.06090091944459998,0.0,1.8906902778264476,0.0
 0.19088564070442818,1.9850608024178213,0.4307613029249143,-2.870313810916222,0.5726569221132845,3.0000000000000013,0.06031813773131996,0.0,2.0722001858919037,0.0
 0.2091961736015281,1.9960359453874261,0.4302183131896611,-2.832370721243072,0.6275885208045843,3.0000000000000044,0.059739176901817126,0.0,2.2327273207342615,0.0
 0.22605651983971933,2.007030619743544,0.4296815983329759,-2.7947261655600233,0.678169559519158,3.0000000000000018,0.05916401866672098,0.0,2.3767187318053997,0.0
 0.24177031051936732,2.0180448520056746,0.4291511250565648,-2.7573789049040345,0.7253109315581019,2.9999999999999947,0.05859264415714777,0.0,2.5071785760755296,0.0
 0.2565483571086874,2.0290786686933173,0.42862686006213324,-2.7203277030990454,0.7696450713260622,3.0000000000000036,0.05802503444319693,0.0,2.6262570416417046,0.0
 0.270544084004897,2.0401320963259706,0.42810877005138703,-2.6835713267849806,0.8116322520146911,3.000000000000012,0.05746117142194994,0.0,2.7355606156962087,0.0
 0.2838732645472621,2.051205161423134,0.4275968217260319,-2.6471085454537824,0.8516197936417865,3.0000000000000084,0.05690103587225492,0.0,2.8363301452377687,0.0
 0.29662580466675104,2.062297890504307,0.4270909817877736,-2.610938131484522,0.8898774140002534,3.0000000000000044,0.05634460904420377,0.0,2.929549849613371,0.0
 0.3088731713788091,2.073410310088988,0.42659121693831775,-2.5750588601750524,0.9266195141364277,3.000000000000009,0.05579187267031386,0.0,3.016017537116466,0.0
 0.32067328525882594,2.084542446696676,0.42609749387937007,-2.53946950977295,0.9620198557764783,3.000000000000005,0.055242807890507874,0.0,3.0963917280386104,0.0
 0.33207386095017766,2.0956943268468713,0.4256097793126363,-2.5041688615073707,0.9962215828505334,2.999999999999995,0.054697395784283016,0.0,3.171224371241592,0.0
 0.34311475802592334,2.106865977059072,0.42512803993982223,-2.469155699620396,1.0293442740777705,3.000000000000005,0.05415561773500736,0.0,3.240984216786365,0.0
 0.35382967852618663,2.118057423852777,0.4246522424626334,-2.434428811394922,1.0614890355785602,2.9999999999999845,0.053617455253554214,0.0,3.3060739249717095,0.0
 0.3642474202325901,2.1292686937474867,0.4241823535827756,-2.399986987182291,1.0927422606977706,2.9999999999999947,0.053082889243208344,0.0,3.366842856843816,0.0
 0.3743928200037073,2.1404998132626996,0.42371834000195463,-2.3658290204330803,1.1231784600111223,3.0000000000000053,0.05255190128309836,0.0,3.423596814845458,0.0
 0.3842874759877598,2.1517508089179143,0.42326016842187614,-2.3319537077220867,1.1528624279632798,3.0,0.05202447289912834,0.0,3.4766055809262744,0.0
 0.3939503089335929,2.1630217072326303,0.42280780554424574,-2.298359848775045,1.181850926800779,3.0000000000000058,0.051500584626269635,0.0,3.526108835606935,0.0
 0.4033980043495261,2.1743125347263472,0.4223612180707692,-2.2650462464928,1.2101940130485789,3.0000000000000178,0.05098021880672971,0.0,3.5723208651834453,0.0
 0.4126453650321949,2.185623317918564,0.42192037270315236,-2.2320117069782253,1.2379360950965852,2.999999999999994,0.05046335604124644,0.0,3.615434349727393,0.0
 0.4217055952146071,2.1969540833287793,0.4214852361431008,-2.199255039560295,1.265116785643822,3.0000000000000124,0.04994997780625538,0.0,3.6556234431796395,0.0
 0.43059053187450574,2.2083048574764916,0.4210557750923202,-2.1667750568152035,1.2917715956235178,3.0,0.049440066284516616,0.0,3.6930463013454853,0.0
 0.4393108347352545,2.2196756668812023,0.42063195625251637,-2.134570574588703,1.3179325042057641,3.0,0.04893360169471476,0.0,3.7278471747495896,0.0
 0.4478761436303456,2.2310665380624086,0.420213746325395,-2.10264041202328,1.3436284308910373,2.999999999999987,0.048430566293434195,0.0,3.7601581574613667,0.0
 0.45629520983054195,2.24247749753961,0.41980111201266174,-2.0709833915724043,1.3688856294916263,2.9999999999999933,0.04793094112944485,0.0,3.790100655168442,0.0
 0.4645760064116429,2.2539085718323064,0.41939402001602233,-2.039598339025057,1.393728019234929,3.0,0.04743470815673768,0.0,3.8177866296153105,0.0
 0.4727258216105686,2.2653597874599956,0.4189924370371826,-2.008484083524763,1.418177464831706,2.9999999999999796,0.04694184829748388,0.0,3.843319658061574,0.0
 0.48075133826784755,2.2768311709421787,0.41859632977784805,-1.977639457589742,1.442254014803543,3.000000000000007,0.04645234358169036,0.0,3.8667958417258737,0.0
 0.48865870180918247,2.2883227487983526,0.41820566493972455,-1.9470632971290933,1.4659761054275477,3.0,0.04596617559116363,0.0,3.888304587472082,0.0
